8	1.000	-73.892	
8	2.000	-72.689	
8	3.000	-71.419	
8	4.000	-70.216	
8	5.000	-69.032	
8	6.000	-67.905	
8	7.000	-66.912	
8	8.000	-66.075	
8	9.000	-65.331	
8	10.000	-64.765	
8	11.000	-64.097	
8	12.000	-63.291	
8	13.000	-62.489	
8	14.000	-61.691	
8	15.000	-60.857	
8	16.000	-60.188	
8	17.000	-59.617	
8	18.000	-59.170	
8	19.000	-58.809	
8	20.000	-58.386	
8	21.000	-58.028	
8	22.000	-57.780	
8	23.000	-57.655	
8	24.000	-57.611	
8	25.000	-57.534	
8	26.000	-57.415	
8	27.000	-57.137	
8	28.000	-56.871	
8	29.000	-56.705	
8	30.000	-56.547	
8	31.000	-56.401	
8	32.000	-56.332	
8	33.000	-56.411	
8	34.000	-56.378	
8	35.000	-56.365	
8	36.000	-56.387	
8	37.000	-56.332	
8	38.000	-56.228	
8	39.000	-56.409	
8	40.000	-56.501	
8	41.000	-56.551	
8	42.000	-56.570	
8	43.000	-56.774	
8	44.000	-56.988	
8	45.000	-57.052	
8	46.000	-57.101	
8	47.000	-56.878	
8	48.000	-56.669	
8	49.000	-56.562	
8	50.000	-56.513	
8	51.000	-56.722	
8	52.000	-56.923	
8	53.000	-56.982	
8	54.000	-56.909	
8	55.000	-56.751	
8	56.000	-56.583	
8	57.000	-56.221	
8	58.000	-55.779	
8	59.000	-55.599	
8	60.000	-55.646	
8	61.000	-55.706	
8	62.000	-55.687	
8	63.000	-55.545	
8	64.000	-55.515	
8	65.000	-55.415	
8	66.000	-55.519	
8	67.000	-55.557	
8	68.000	-55.516	
8	69.000	-55.534	
8	70.000	-55.518	
8	71.000	-55.631	
8	72.000	-55.638	
8	73.000	-55.699	
8	74.000	-55.978	
8	75.000	-56.321	
8	76.000	-56.603	
8	77.000	-56.692	
8	78.000	-56.681	
8	79.000	-56.600	
8	80.000	-56.465	
8	81.000	-56.467	
8	82.000	-56.535	
8	83.000	-56.553	
8	84.000	-56.560	
8	85.000	-56.357	
8	86.000	-56.039	
8	87.000	-55.952	
8	88.000	-56.003	
8	89.000	-55.957	
8	90.000	-55.890	
8	91.000	-55.941	
8	92.000	-56.017	
8	93.000	-55.885	
8	94.000	-55.810	
8	95.000	-55.850	
8	96.000	-55.835	
8	97.000	-55.790	
8	98.000	-55.921	
8	99.000	-55.866	
8	100.000	-55.812	
8	101.000	-55.655	
8	102.000	-55.644	
8	103.000	-55.550	
8	104.000	-55.595	
8	105.000	-55.541	
8	106.000	-55.404	
8	107.000	-55.255	
8	108.000	-55.163	
8	109.000	-55.152	
8	110.000	-55.172	
8	111.000	-55.372	
8	112.000	-55.434	
8	113.000	-55.681	
8	114.000	-55.973	
8	115.000	-56.069	
8	116.000	-56.288	
8	117.000	-56.575	
8	118.000	-56.745	
8	119.000	-56.864	
8	120.000	-56.969	
8	121.000	-56.994	
8	122.000	-57.026	
8	123.000	-57.157	
8	124.000	-57.328	
8	125.000	-57.336	
8	126.000	-57.313	
8	127.000	-57.316	
8	128.000	-57.335	
8	129.000	-57.275	
8	130.000	-57.184	
8	131.000	-57.356	
8	132.000	-57.379	
8	133.000	-57.133	
8	134.000	-56.880	
8	135.000	-56.590	
8	136.000	-56.316	
8	137.000	-56.152	
8	138.000	-56.170	
8	139.000	-56.072	
8	140.000	-55.933	
8	141.000	-55.965	
8	142.000	-55.788	
8	143.000	-55.723	
8	144.000	-55.643	
8	145.000	-55.681	
8	146.000	-55.808	
8	147.000	-56.028	
8	148.000	-56.268	
8	149.000	-56.298	
8	150.000	-56.451	
8	151.000	-56.393	
8	152.000	-56.386	
8	153.000	-56.256	
8	154.000	-55.998	
8	155.000	-56.122	
8	156.000	-56.158	
8	157.000	-56.231	
8	158.000	-56.227	
8	159.000	-56.300	
8	160.000	-56.233	
8	161.000	-56.108	
8	162.000	-55.921	
8	163.000	-55.795	
8	164.000	-55.682	
8	165.000	-55.568	
8	166.000	-55.412	
8	167.000	-55.471	
8	168.000	-55.499	
8	169.000	-55.493	
8	170.000	-55.645	
8	171.000	-55.701	
8	172.000	-55.782	
8	173.000	-55.934	
8	174.000	-56.170	
8	175.000	-56.315	
8	176.000	-56.308	
8	177.000	-56.231	
8	178.000	-56.160	
8	179.000	-56.085	
8	180.000	-56.020	
8	181.000	-56.028	
8	182.000	-55.974	
8	183.000	-55.814	
8	184.000	-55.770	
8	185.000	-55.527	
8	186.000	-55.197	
8	187.000	-55.034	
8	188.000	-70.000	
8	189.000	-70.000	
8	190.000	-69.059	
8	191.000	-67.885	
8	192.000	-66.724	
8	193.000	-65.698	
8	194.000	-64.608	
8	195.000	-63.753	
8	196.000	-63.194	
8	197.000	-62.604	
8	198.000	-62.092	
8	199.000	-61.665	
8	200.000	-61.142	
8	201.000	-60.630	
8	202.000	-60.237	
8	203.000	-59.990	
8	204.000	-59.740	
8	205.000	-59.547	
8	206.000	-59.227	
8	207.000	-59.047	
8	208.000	-58.827	
8	209.000	-58.389	
8	210.000	-57.931	
8	211.000	-57.605	
8	212.000	-57.310	
8	213.000	-57.006	
8	214.000	-56.818	
8	215.000	-56.677	
8	216.000	-56.415	
8	217.000	-56.375	
8	218.000	-56.420	
